task,seed,metric,value
tdcommons/bioavailability-ma,117,roc_auc,0.7130029930162953
tdcommons/bioavailability-ma,709,roc_auc,0.708347189890256
tdcommons/caco2-wang,42,mean_absolute_error,0.34754601599260204
tdcommons/caco2-wang,117,mean_absolute_error,0.3253537796177005
tdcommons/caco2-wang,709,mean_absolute_error,0.3423258319410665
tdcommons/clearance-hepatocyte-az,42,spearmanr,0.3602754818331539
tdcommons/clearance-hepatocyte-az,117,spearmanr,0.3611895507678575
tdcommons/clearance-hepatocyte-az,709,spearmanr,0.3774873662681469
tdcommons/clearance-microsome-az,42,spearmanr,0.4399861282125981
tdcommons/clearance-microsome-az,117,spearmanr,0.44479744235421975
tdcommons/clearance-microsome-az,709,spearmanr,0.3746483894011909
tdcommons/cyp2c9-substrate-carbonmangels,42,pr_auc,0.35396919086387135
tdcommons/cyp2c9-substrate-carbonmangels,117,pr_auc,0.32632007138024116
tdcommons/cyp2c9-substrate-carbonmangels,709,pr_auc,0.3345130265227134
tdcommons/cyp2d6-substrate-carbonmangels,42,pr_auc,0.6242402244763479
tdcommons/cyp2d6-substrate-carbonmangels,117,pr_auc,0.6440723818358067
tdcommons/cyp2d6-substrate-carbonmangels,709,pr_auc,0.6621637185335003
tdcommons/cyp3a4-substrate-carbonmangels,42,roc_auc,0.6433092224231465
tdcommons/cyp3a4-substrate-carbonmangels,117,roc_auc,0.6641048824593128
tdcommons/cyp3a4-substrate-carbonmangels,709,roc_auc,0.6668173598553346
tdcommons/dili,42,roc_auc,0.8691304347826087
tdcommons/dili,117,roc_auc,0.8717391304347826
tdcommons/dili,709,roc_auc,0.8556521739130435
tdcommons/half-life-obach,42,spearmanr,0.14455473163589763
tdcommons/half-life-obach,117,spearmanr,0.1622184264130006
tdcommons/half-life-obach,709,spearmanr,0.07981955860647362
tdcommons/herg,42,roc_auc,0.806921944035346
tdcommons/herg,117,roc_auc,0.804860088365243
tdcommons/herg,709,roc_auc,0.8231222385861561
tdcommons/ld50-zhu,42,mean_absolute_error,0.6308079134020437
tdcommons/ld50-zhu,117,mean_absolute_error,0.6424054473685539
tdcommons/ld50-zhu,709,mean_absolute_error,0.6534726798691874
tdcommons/lipophilicity-astrazeneca,42,mean_absolute_error,0.6390521257941787
tdcommons/lipophilicity-astrazeneca,117,mean_absolute_error,0.6389633519379682
tdcommons/lipophilicity-astrazeneca,709,mean_absolute_error,0.6485667397164792
tdcommons/pgp-broccatelli,42,roc_auc,0.8810317248733671
tdcommons/pgp-broccatelli,117,roc_auc,0.8834977339376167
tdcommons/pgp-broccatelli,709,roc_auc,0.8818315115969075
tdcommons/ppbr-az,42,mean_absolute_error,9.855778251038615
tdcommons/ppbr-az,117,mean_absolute_error,9.722137770651852
tdcommons/ppbr-az,709,mean_absolute_error,10.002968031575978
tdcommons/vdss-lombardo,42,spearmanr,-0.02591652263318034
tdcommons/vdss-lombardo,117,spearmanr,0.08915648715737884
tdcommons/vdss-lombardo,709,spearmanr,0.010113289463683457
